Country,Year,Defense_Percentage,Education_Percentage,Health_Percentage,Interest_Payments_Percentage,Total_Budget_Billions_USD,Infrastructure_Percentage,Agriculture_Percentage,State_Transfers_Percentage,Social_Welfare_Percentage,Administration_and_Others_Percentage,Defense_Amount_Billions_USD,Education_Amount_Billions_USD,Health_Amount_Billions_USD,Interest_Payments_Amount_Billions_USD,Infrastructure_Amount_Billions_USD,Agriculture_Amount_Billions_USD,State_Transfers_Amount_Billions_USD,Social_Welfare_Amount_Billions_USD,Administration_and_Others_Amount_Billions_USD
China,1994,14.09,20.06,6.09,5.0,187.087,16.43,8.21,8.21,8.21,13.69,26.361,37.53,11.394,9.354,30.738,15.36,15.36,15.36,25.612
China,1995,15.16,18.72,6.09,5.0,243.603,16.51,8.26,8.26,8.26,13.76,36.93,45.602,14.835,12.18,40.219,20.122,20.122,20.122,33.52
China,1996,14.95,19.51,6.09,5.0,286.613,16.34,8.17,8.17,8.17,13.61,42.849,55.918,17.455,14.331,46.833,23.416,23.416,23.416,39.008
China,1997,14.09,14.55,6.09,5.0,319.359,18.08,9.04,9.04,9.04,15.07,44.998,46.467,19.449,15.968,57.74,28.87,28.87,28.87,48.127
China,1998,13.06,14.55,6.09,5.0,342.254,18.39,9.2,9.2,9.2,15.33,44.698,49.798,20.843,17.113,62.941,31.487,31.487,31.487,52.468
China,1999,12.52,12.63,6.09,5.0,364.268,19.13,9.56,9.56,9.56,15.94,45.606,46.007,22.184,18.213,69.685,34.824,34.824,34.824,58.064
China,2000,11.34,11.91,6.09,5.0,403.839,19.7,9.85,9.85,9.85,16.42,45.795,48.097,24.594,20.192,79.556,39.778,39.778,39.778,66.31
China,2001,11.42,11.91,5.59,5.0,447.162,19.83,9.91,9.91,9.91,16.52,51.066,53.257,24.996,22.358,88.672,44.314,44.314,44.314,73.871
China,2002,11.19,11.91,6.03,5.0,491.641,19.76,9.88,9.88,9.88,16.47,55.015,58.554,29.646,24.582,97.148,48.574,48.574,48.574,80.973
China,2003,10.97,11.91,6.88,5.0,555.688,19.57,9.79,9.79,9.79,16.31,60.959,66.182,38.231,27.784,108.748,54.402,54.402,54.402,90.633
China,2004,10.88,11.91,7.27,5.0,654.785,19.48,9.74,9.74,9.74,16.24,71.241,77.985,47.603,32.739,127.552,63.776,63.776,63.776,106.337
China,2005,10.23,11.91,7.49,5.0,764.792,19.61,9.81,9.81,9.81,16.34,78.238,91.087,57.283,38.24,149.976,75.026,75.026,75.026,124.967
China,2006,10.19,11.91,7.56,5.0,921.194,19.6,9.8,9.8,9.8,16.34,93.87,109.714,69.642,46.06,180.554,90.277,90.277,90.277,150.523
China,2007,9.63,11.91,7.9,5.0,1189.338,19.67,9.83,9.83,9.83,16.39,114.533,141.65,93.958,59.467,233.943,116.912,116.912,116.912,194.933
China,2008,7.65,11.91,7.71,5.0,1540.224,20.32,10.16,10.16,10.16,16.93,117.827,183.441,118.751,77.011,312.974,156.487,156.487,156.487,260.76
China,2009,7.4,11.91,8.38,5.0,1712.56,20.2,10.1,10.1,10.1,16.83,126.729,203.966,143.513,85.628,345.937,172.969,172.969,172.969,288.224
China,2010,6.97,11.91,8.75,5.0,2043.546,20.21,10.11,10.11,10.11,16.84,142.435,243.386,178.81,102.177,413.001,206.603,206.603,206.603,344.133
China,2011,6.17,11.91,8.6,5.0,2531.68,20.5,10.25,10.25,10.25,17.08,156.205,301.523,217.724,126.584,518.994,259.497,259.497,259.497,432.411
China,2012,6.04,11.91,9.04,5.0,2862.309,20.41,10.2,10.2,10.2,17.01,172.883,340.901,258.753,143.115,584.197,291.956,291.956,291.956,486.879
China,2013,5.97,11.91,9.42,5.0,3215.231,20.31,10.16,10.16,10.16,16.93,191.949,382.934,302.875,160.762,653.013,326.667,326.667,326.667,544.339
China,2014,5.99,11.91,9.66,5.0,3522.596,20.23,10.12,10.12,10.12,16.86,211.003,419.541,340.283,176.13,712.621,356.487,356.487,356.487,593.91
China,2015,5.6,11.91,9.42,5.0,3722.669,20.42,10.21,10.21,10.21,17.02,208.469,443.37,350.675,186.133,760.169,380.084,380.084,380.084,633.598
China,2016,5.48,11.91,8.95,5.0,3780.488,20.6,10.3,10.3,10.3,17.17,207.171,450.256,338.354,189.024,778.781,389.39,389.39,389.39,649.11
China,2017,5.26,11.91,8.8,5.0,4137.394,20.71,10.36,10.36,10.36,17.26,217.627,492.764,364.091,206.87,856.854,428.634,428.634,428.634,714.114
China,2018,5.05,11.91,8.76,5.0,4668.763,20.79,10.39,10.39,10.39,17.32,235.773,556.05,408.984,233.438,970.636,485.084,485.084,485.084,808.63
China,2019,4.91,11.91,8.77,5.0,4804.855,20.83,10.41,10.41,10.41,17.35,235.918,572.258,421.386,240.243,1000.851,500.185,500.185,500.185,833.642
China,2020,4.9,11.91,8.65,5.0,4948.817,20.86,10.43,10.43,10.43,17.39,242.492,589.404,428.073,247.441,1032.323,516.162,516.162,516.162,860.599
China,2021,4.93,11.91,8.91,5.0,6006.561,20.78,10.39,10.39,10.39,17.32,296.123,715.381,535.185,300.328,1248.163,624.082,624.082,624.082,1040.336
China,2022,4.88,11.91,10.39,5.0,6044.532,20.35,10.17,10.17,10.17,16.96,294.973,719.904,628.027,302.227,1230.062,614.729,614.729,614.729,1025.153
China,2023,5.03,11.91,10.37,5.0,6029.218,20.31,10.15,10.15,10.15,16.92,303.27,718.08,625.23,301.461,1224.534,611.966,611.966,611.966,1020.144
China,2024,5.06,11.91,10.37,5.0,6180.791,20.3,10.15,10.15,10.15,16.92,312.748,736.132,640.948,309.04,1254.7,627.35,627.35,627.35,1045.79
China,2025,5.06,11.91,10.37,5.0,6434.353,20.3,10.15,10.15,10.15,16.92,325.578,766.331,667.242,321.718,1306.174,653.087,653.087,653.087,1088.693
China,2026,5.06,11.91,10.37,5.0,6723.899,20.3,10.15,10.15,10.15,16.92,340.229,800.816,697.268,336.195,1364.951,682.476,682.476,682.476,1137.684
Colombia,1946,10.86,18.09,14.88,15.73,0.425,10.11,6.07,8.09,8.09,8.09,0.046,0.077,0.063,0.067,0.043,0.026,0.034,0.034,0.034
Colombia,1947,10.86,18.09,14.88,15.73,0.446,10.11,6.07,8.09,8.09,8.09,0.048,0.081,0.066,0.07,0.045,0.027,0.036,0.036,0.036
Colombia,1948,10.86,18.09,14.88,15.73,0.468,10.11,6.07,8.09,8.09,8.09,0.051,0.085,0.07,0.074,0.047,0.028,0.038,0.038,0.038
Colombia,1949,10.86,18.09,14.88,15.73,0.492,10.11,6.07,8.09,8.09,8.09,0.053,0.089,0.073,0.077,0.05,0.03,0.04,0.04,0.04
Colombia,1950,10.86,18.09,14.88,15.73,0.516,10.11,6.07,8.09,8.09,8.09,0.056,0.093,0.077,0.081,0.052,0.031,0.042,0.042,0.042
Colombia,1951,10.86,18.09,14.88,15.73,0.542,10.11,6.07,8.09,8.09,8.09,0.059,0.098,0.081,0.085,0.055,0.033,0.044,0.044,0.044
Colombia,1952,10.86,18.09,14.88,15.73,0.569,10.11,6.07,8.09,8.09,8.09,0.062,0.103,0.085,0.09,0.058,0.035,0.046,0.046,0.046
Colombia,1953,10.86,18.09,14.88,15.73,0.598,10.11,6.07,8.09,8.09,8.09,0.065,0.108,0.089,0.094,0.06,0.036,0.048,0.048,0.048
Colombia,1954,10.86,18.09,14.88,15.73,0.628,10.11,6.07,8.09,8.09,8.09,0.068,0.114,0.093,0.099,0.063,0.038,0.051,0.051,0.051
Colombia,1955,10.86,18.09,14.88,15.73,0.659,10.11,6.07,8.09,8.09,8.09,0.072,0.119,0.098,0.104,0.067,0.04,0.053,0.053,0.053
Colombia,1956,10.86,18.09,14.88,15.73,0.692,10.11,6.07,8.09,8.09,8.09,0.075,0.125,0.103,0.109,0.07,0.042,0.056,0.056,0.056
Colombia,1957,10.86,18.09,14.88,15.73,0.727,10.11,6.07,8.09,8.09,8.09,0.079,0.131,0.108,0.114,0.073,0.044,0.059,0.059,0.059
Colombia,1958,10.86,18.09,14.88,15.73,0.763,10.11,6.07,8.09,8.09,8.09,0.083,0.138,0.114,0.12,0.077,0.046,0.062,0.062,0.062
Colombia,1959,10.86,18.09,14.88,15.73,0.801,10.11,6.07,8.09,8.09,8.09,0.087,0.145,0.119,0.126,0.081,0.049,0.065,0.065,0.065
Colombia,1960,10.86,18.09,14.88,15.73,0.841,10.11,6.07,8.09,8.09,8.09,0.091,0.152,0.125,0.132,0.085,0.051,0.068,0.068,0.068
Colombia,1961,10.86,18.09,14.88,15.73,0.947,10.11,6.07,8.09,8.09,8.09,0.103,0.171,0.141,0.149,0.096,0.058,0.077,0.077,0.077
Colombia,1962,10.86,18.09,14.88,15.73,1.034,10.11,6.07,8.09,8.09,8.09,0.112,0.187,0.154,0.163,0.105,0.063,0.084,0.084,0.084
Colombia,1963,10.86,18.09,14.88,15.73,1.009,10.11,6.07,8.09,8.09,8.09,0.11,0.183,0.15,0.159,0.102,0.061,0.082,0.082,0.082
Colombia,1964,10.86,18.09,14.88,15.73,1.246,10.11,6.07,8.09,8.09,8.09,0.135,0.225,0.185,0.196,0.126,0.076,0.101,0.101,0.101
Colombia,1965,10.86,18.09,14.88,15.73,1.202,10.11,6.07,8.09,8.09,8.09,0.131,0.217,0.179,0.189,0.122,0.073,0.097,0.097,0.097
Colombia,1966,10.86,18.09,14.88,15.73,1.133,10.11,6.07,8.09,8.09,8.09,0.123,0.205,0.169,0.178,0.115,0.069,0.092,0.092,0.092
Colombia,1967,10.86,18.09,14.88,15.73,1.215,10.11,6.07,8.09,8.09,8.09,0.132,0.22,0.181,0.191,0.123,0.074,0.098,0.098,0.098
Colombia,1968,10.86,18.09,14.88,15.73,1.243,10.11,6.07,8.09,8.09,8.09,0.135,0.225,0.185,0.196,0.126,0.075,0.101,0.101,0.101
Colombia,1969,10.86,18.09,14.88,15.73,1.346,10.11,6.07,8.09,8.09,8.09,0.146,0.243,0.2,0.212,0.136,0.082,0.109,0.109,0.109
Colombia,1970,10.86,18.09,14.88,15.73,1.502,10.11,6.07,8.09,8.09,8.09,0.163,0.272,0.223,0.236,0.152,0.091,0.121,0.121,0.121
Colombia,1971,10.86,18.09,14.88,15.73,1.632,10.11,6.07,8.09,8.09,8.09,0.177,0.295,0.243,0.257,0.165,0.099,0.132,0.132,0.132
Colombia,1972,10.86,18.09,14.88,15.73,1.809,10.11,6.07,8.09,8.09,8.09,0.196,0.327,0.269,0.285,0.183,0.11,0.146,0.146,0.146
Colombia,1973,10.86,18.09,14.88,15.73,2.152,10.11,6.07,8.09,8.09,8.09,0.234,0.389,0.32,0.339,0.218,0.131,0.174,0.174,0.174
Colombia,1974,10.86,18.09,14.88,15.73,2.581,10.11,6.07,8.09,8.09,8.09,0.28,0.467,0.384,0.406,0.261,0.157,0.209,0.209,0.209
Colombia,1975,10.86,18.09,14.88,15.73,2.733,10.11,6.07,8.09,8.09,8.09,0.297,0.494,0.407,0.43,0.276,0.166,0.221,0.221,0.221
Colombia,1976,10.86,18.09,14.88,15.73,3.201,10.11,6.07,8.09,8.09,8.09,0.348,0.579,0.476,0.503,0.324,0.194,0.259,0.259,0.259
Colombia,1977,10.86,18.09,14.88,15.73,4.062,10.11,6.07,8.09,8.09,8.09,0.441,0.735,0.604,0.639,0.411,0.247,0.329,0.329,0.329
Colombia,1978,10.86,18.09,14.88,15.73,4.854,10.11,6.07,8.09,8.09,8.09,0.527,0.878,0.722,0.763,0.491,0.295,0.393,0.393,0.393
Colombia,1979,10.86,18.09,14.88,15.73,5.829,10.11,6.07,8.09,8.09,8.09,0.633,1.055,0.867,0.917,0.589,0.354,0.472,0.472,0.472
Colombia,1980,10.86,18.09,14.88,15.73,6.969,10.11,6.07,8.09,8.09,8.09,0.757,1.261,1.037,1.096,0.705,0.423,0.564,0.564,0.564
Colombia,1981,10.86,18.09,14.88,15.73,7.592,10.11,6.07,8.09,8.09,8.09,0.824,1.373,1.13,1.194,0.768,0.461,0.614,0.614,0.614
Colombia,1982,10.86,18.09,14.88,15.73,8.13,10.11,6.07,8.09,8.09,8.09,0.883,1.471,1.21,1.279,0.822,0.493,0.658,0.658,0.658
Colombia,1983,10.86,18.09,14.88,15.73,8.08,10.11,6.07,8.09,8.09,8.09,0.878,1.462,1.202,1.271,0.817,0.49,0.654,0.654,0.654
Colombia,1984,10.86,18.09,14.88,15.73,7.981,10.11,6.07,8.09,8.09,8.09,0.867,1.444,1.188,1.255,0.807,0.484,0.646,0.646,0.646
Colombia,1985,10.86,16.41,14.88,15.73,7.28,10.53,6.32,8.43,8.43,8.43,0.791,1.195,1.083,1.145,0.767,0.46,0.614,0.614,0.614
Colombia,1986,10.86,17.23,14.88,15.73,7.29,10.33,6.2,8.26,8.26,8.26,0.792,1.256,1.085,1.147,0.753,0.452,0.602,0.602,0.602
Colombia,1987,10.86,17.23,14.88,15.73,7.589,10.33,6.2,8.26,8.26,8.26,0.824,1.308,1.129,1.194,0.784,0.47,0.627,0.627,0.627
Colombia,1988,10.86,17.23,14.88,15.73,8.181,10.33,6.2,8.26,8.26,8.26,0.888,1.41,1.217,1.287,0.845,0.507,0.676,0.676,0.676
Colombia,1989,8.88,17.23,14.88,15.73,8.249,10.82,6.49,8.66,8.66,8.66,0.733,1.421,1.228,1.298,0.893,0.535,0.714,0.714,0.714
Colombia,1990,9.1,12.48,14.88,15.73,9.982,11.95,7.17,9.56,9.56,9.56,0.908,1.246,1.485,1.57,1.193,0.716,0.954,0.954,0.954
Colombia,1991,8.98,12.48,14.88,15.73,10.26,11.99,7.19,9.59,9.59,9.59,0.921,1.28,1.527,1.614,1.23,0.738,0.984,0.984,0.984
Colombia,1992,9.75,12.48,14.88,15.73,12.188,11.79,7.08,9.43,9.43,9.43,1.188,1.521,1.814,1.917,1.437,0.863,1.149,1.149,1.149
Colombia,1993,10.8,12.48,14.88,15.73,13.863,11.53,6.92,9.22,9.22,9.22,1.497,1.73,2.063,2.181,1.598,0.959,1.278,1.278,1.278
Colombia,1994,10.2,12.48,14.88,15.73,17.046,11.68,7.01,9.34,9.34,9.34,1.739,2.127,2.536,2.681,1.991,1.195,1.592,1.592,1.592
Colombia,1995,10.68,12.48,14.88,15.73,19.3,11.56,6.94,9.25,9.25,9.25,2.061,2.409,2.872,3.036,2.231,1.339,1.785,1.785,1.785
Colombia,1996,14.84,12.48,14.88,15.73,20.271,10.52,6.31,8.42,8.42,8.42,3.008,2.53,3.016,3.189,2.132,1.279,1.707,1.707,1.707
Colombia,1997,8.96,12.48,14.88,15.73,22.253,11.99,7.19,9.59,9.59,9.59,1.994,2.777,3.311,3.5,2.668,1.6,2.134,2.134,2.134
Colombia,1998,10.93,12.48,14.88,15.73,20.539,11.5,6.9,9.2,9.2,9.2,2.245,2.563,3.056,3.231,2.362,1.417,1.89,1.89,1.89
Colombia,1999,11.14,13.15,14.88,15.49,20.591,11.33,6.8,9.07,9.07,9.07,2.294,2.708,3.064,3.19,2.333,1.4,1.868,1.868,1.868
Colombia,2000,11.48,13.15,14.88,18.87,18.266,10.4,6.24,8.32,8.32,8.32,2.097,2.402,2.718,3.447,1.9,1.14,1.52,1.52,1.52
Colombia,2001,12.16,13.15,15.38,17.27,29.297,10.51,6.31,8.41,8.41,8.41,3.563,3.853,4.506,5.06,3.079,1.849,2.464,2.464,2.464
Colombia,2002,12.25,13.15,14.86,17.27,29.221,10.61,6.37,8.49,8.49,8.49,3.58,3.843,4.342,5.047,3.1,1.861,2.481,2.481,2.481
Colombia,2003,12.45,13.15,15.6,17.27,28.236,10.38,6.23,8.31,8.31,8.31,3.515,3.713,4.405,4.876,2.931,1.759,2.346,2.346,2.346
Colombia,2004,13.1,13.15,15.74,12.74,31.071,11.32,6.79,9.05,9.05,9.05,4.07,4.086,4.891,3.958,3.517,2.11,2.812,2.812,2.812
Colombia,2005,13.04,13.15,16.83,12.74,38.636,11.06,6.64,8.85,8.85,8.85,5.038,5.081,6.502,4.922,4.273,2.565,3.419,3.419,3.419
Colombia,2006,11.59,13.15,16.06,12.74,42.933,11.62,6.97,9.29,9.29,9.29,4.976,5.646,6.895,5.47,4.989,2.992,3.988,3.988,3.988
Colombia,2007,11.67,13.15,16.28,12.74,54.724,11.54,6.92,9.23,9.23,9.23,6.386,7.196,8.909,6.972,6.315,3.787,5.051,5.051,5.051
Colombia,2008,13.15,13.15,16.69,12.74,64.35,11.07,6.64,8.85,8.85,8.85,8.462,8.462,10.74,8.198,7.124,4.273,5.695,5.695,5.695
Colombia,2009,12.57,13.15,17.04,13.09,62.093,11.03,6.62,8.83,8.83,8.83,7.805,8.165,10.581,8.128,6.849,4.111,5.483,5.483,5.483
Colombia,2010,11.98,13.15,16.83,11.0,78.611,11.76,7.06,9.41,9.41,9.41,9.418,10.337,13.23,8.647,9.245,5.55,7.397,7.397,7.397
Colombia,2011,10.18,13.15,16.48,10.77,87.642,12.35,7.41,9.88,9.88,9.88,8.922,11.525,14.443,9.439,10.824,6.494,8.659,8.659,8.659
Colombia,2012,10.85,13.15,16.2,9.65,100.225,12.54,7.52,10.03,10.03,10.03,10.874,13.18,16.237,9.672,12.568,7.537,10.053,10.053,10.053
Colombia,2013,10.91,13.15,16.34,7.36,137.364,13.06,7.84,10.45,10.45,10.45,14.986,18.063,22.445,10.11,17.94,10.769,14.355,14.355,14.355
Colombia,2014,9.94,13.15,16.18,7.54,124.2,13.3,7.98,10.64,10.64,10.64,12.345,16.332,20.096,9.365,16.519,9.911,13.215,13.215,13.215
Colombia,2015,9.94,13.15,17.04,8.78,85.004,12.77,7.66,10.22,10.22,10.22,8.449,11.178,14.485,7.463,10.855,6.511,8.687,8.687,8.687
Colombia,2016,10.24,13.15,17.66,10.61,87.427,12.08,7.25,9.67,9.67,9.67,8.952,11.497,15.44,9.276,10.561,6.338,8.454,8.454,8.454
Colombia,2017,10.94,13.15,18.6,10.63,92.647,11.67,7.0,9.33,9.33,9.33,10.136,12.183,17.232,9.848,10.812,6.485,8.644,8.644,8.644
Colombia,2018,8.75,13.15,15.55,9.9,108.186,13.16,7.9,10.53,10.53,10.53,9.466,14.226,16.823,10.71,14.237,8.547,11.392,11.392,11.392
Colombia,2019,9.57,13.15,16.66,10.3,109.221,12.58,7.55,10.06,10.06,10.06,10.452,14.363,18.196,11.25,13.74,8.246,10.988,10.988,10.988
Colombia,2020,10.54,13.15,18.45,9.42,106.737,12.11,7.27,9.69,9.69,9.69,11.25,14.036,19.693,10.055,12.926,7.76,10.343,10.343,10.343
Colombia,2021,9.32,13.15,19.37,10.29,122.693,11.97,7.18,9.57,9.57,9.57,11.435,16.134,23.766,12.625,14.686,8.809,11.742,11.742,11.742
Colombia,2022,8.25,13.15,15.77,13.43,120.918,12.35,7.41,9.88,9.88,9.88,9.976,15.901,19.069,16.239,14.933,8.96,11.947,11.947,11.947
Colombia,2023,8.46,13.15,16.19,13.18,131.884,12.25,7.35,9.8,9.8,9.8,11.157,17.343,21.352,17.382,16.156,9.693,12.925,12.925,12.925
Colombia,2024,10.12,13.15,17.24,13.18,151.152,11.57,6.94,9.26,9.26,9.26,15.297,19.876,26.059,19.922,17.488,10.49,13.997,13.997,13.997
Colombia,2025,10.12,13.15,17.24,13.18,164.418,11.57,6.94,9.26,9.26,9.26,16.639,21.621,28.346,21.67,19.023,11.411,15.225,15.225,15.225
Colombia,2026,10.12,13.15,17.24,13.18,170.172,11.57,6.94,9.26,9.26,9.26,17.221,22.378,29.338,22.429,19.689,11.81,15.758,15.758,15.758
Egypt,1946,9.79,15.35,6.66,3.08,0.921,19.53,9.77,9.77,9.77,16.28,0.09,0.141,0.061,0.028,0.18,0.09,0.09,0.09,0.15
Egypt,1947,9.79,15.35,6.66,3.08,0.967,19.53,9.77,9.77,9.77,16.28,0.095,0.148,0.064,0.03,0.189,0.094,0.094,0.094,0.157
Egypt,1948,9.79,15.35,6.66,3.08,1.015,19.53,9.77,9.77,9.77,16.28,0.099,0.156,0.068,0.031,0.198,0.099,0.099,0.099,0.165
Egypt,1949,9.79,15.35,6.66,3.08,1.066,19.53,9.77,9.77,9.77,16.28,0.104,0.164,0.071,0.033,0.208,0.104,0.104,0.104,0.174
Egypt,1950,9.79,15.35,6.66,3.08,1.119,19.53,9.77,9.77,9.77,16.28,0.11,0.172,0.075,0.034,0.219,0.109,0.109,0.109,0.182
Egypt,1951,9.79,15.35,6.66,3.08,1.175,19.53,9.77,9.77,9.77,16.28,0.115,0.18,0.078,0.036,0.23,0.115,0.115,0.115,0.191
Egypt,1952,9.79,15.35,6.66,3.08,1.234,19.53,9.77,9.77,9.77,16.28,0.121,0.189,0.082,0.038,0.241,0.121,0.121,0.121,0.201
Egypt,1953,9.79,15.35,6.66,3.08,1.296,19.53,9.77,9.77,9.77,16.28,0.127,0.199,0.086,0.04,0.253,0.127,0.127,0.127,0.211
Egypt,1954,9.79,15.35,6.66,3.08,1.361,19.53,9.77,9.77,9.77,16.28,0.133,0.209,0.091,0.042,0.266,0.133,0.133,0.133,0.222
Egypt,1955,9.79,15.35,6.66,3.08,1.429,19.53,9.77,9.77,9.77,16.28,0.14,0.219,0.095,0.044,0.279,0.14,0.14,0.14,0.233
Egypt,1956,9.79,15.35,6.66,3.08,1.5,19.53,9.77,9.77,9.77,16.28,0.147,0.23,0.1,0.046,0.293,0.147,0.147,0.147,0.244
Egypt,1957,9.79,15.35,6.66,3.08,1.575,19.53,9.77,9.77,9.77,16.28,0.154,0.242,0.105,0.049,0.308,0.154,0.154,0.154,0.256
Egypt,1958,9.79,15.35,6.66,3.08,1.654,19.53,9.77,9.77,9.77,16.28,0.162,0.254,0.11,0.051,0.323,0.162,0.162,0.162,0.269
Egypt,1959,9.79,15.35,6.66,3.08,1.737,19.53,9.77,9.77,9.77,16.28,0.17,0.267,0.116,0.053,0.339,0.17,0.17,0.17,0.283
Egypt,1960,9.79,15.35,6.66,3.08,1.823,19.53,9.77,9.77,9.77,16.28,0.179,0.28,0.121,0.056,0.356,0.178,0.178,0.178,0.297
Egypt,1961,9.79,15.35,6.66,3.08,1.948,19.53,9.77,9.77,9.77,16.28,0.191,0.299,0.13,0.06,0.381,0.19,0.19,0.19,0.317
Egypt,1962,9.79,15.35,6.66,3.08,1.749,19.53,9.77,9.77,9.77,16.28,0.171,0.269,0.117,0.054,0.342,0.171,0.171,0.171,0.285
Egypt,1963,9.79,15.35,6.66,3.08,1.815,19.53,9.77,9.77,9.77,16.28,0.178,0.279,0.121,0.056,0.355,0.177,0.177,0.177,0.296
Egypt,1964,9.79,15.35,6.66,3.08,2.042,19.53,9.77,9.77,9.77,16.28,0.2,0.313,0.136,0.063,0.399,0.199,0.199,0.199,0.332
Egypt,1965,9.79,15.35,6.66,3.08,2.145,19.53,9.77,9.77,9.77,16.28,0.21,0.329,0.143,0.066,0.419,0.21,0.21,0.21,0.349
Egypt,1966,9.79,15.35,6.66,3.08,2.288,19.53,9.77,9.77,9.77,16.28,0.224,0.351,0.152,0.07,0.447,0.224,0.224,0.224,0.372
Egypt,1967,9.79,15.35,6.66,3.08,2.43,19.53,9.77,9.77,9.77,16.28,0.238,0.373,0.162,0.075,0.475,0.237,0.237,0.237,0.396
Egypt,1968,9.79,15.35,6.66,3.08,2.572,19.53,9.77,9.77,9.77,16.28,0.252,0.395,0.171,0.079,0.502,0.251,0.251,0.251,0.419
Egypt,1969,9.79,15.35,6.66,3.08,2.828,19.53,9.77,9.77,9.77,16.28,0.277,0.434,0.188,0.087,0.552,0.276,0.276,0.276,0.46
Egypt,1970,9.79,15.35,6.66,3.08,3.486,19.53,9.77,9.77,9.77,16.28,0.341,0.535,0.232,0.107,0.681,0.341,0.341,0.341,0.568
Egypt,1971,9.79,15.35,6.66,3.08,3.732,19.53,9.77,9.77,9.77,16.28,0.365,0.573,0.249,0.115,0.729,0.365,0.365,0.365,0.608
Egypt,1972,9.79,15.35,6.66,3.08,4.031,19.53,9.77,9.77,9.77,16.28,0.395,0.619,0.268,0.124,0.787,0.394,0.394,0.394,0.656
Egypt,1973,9.79,15.35,6.66,3.08,4.378,19.53,9.77,9.77,9.77,16.28,0.429,0.672,0.292,0.135,0.855,0.428,0.428,0.428,0.713
Egypt,1974,9.79,15.35,6.66,3.08,4.001,19.53,9.77,9.77,9.77,16.28,0.392,0.614,0.266,0.123,0.781,0.391,0.391,0.391,0.651
Egypt,1975,9.79,15.35,6.66,3.08,5.043,19.53,9.77,9.77,9.77,16.28,0.494,0.774,0.336,0.155,0.985,0.493,0.493,0.493,0.821
Egypt,1976,9.79,15.35,6.66,3.41,4.974,19.44,9.72,9.72,9.72,16.2,0.487,0.764,0.331,0.17,0.967,0.483,0.483,0.483,0.806
Egypt,1977,9.79,15.35,6.66,4.85,5.218,19.0,9.5,9.5,9.5,15.84,0.511,0.801,0.348,0.253,0.992,0.496,0.496,0.496,0.827
Egypt,1978,9.79,15.35,6.66,8.09,4.736,18.03,9.02,9.02,9.02,15.03,0.464,0.727,0.315,0.383,0.854,0.427,0.427,0.427,0.712
Egypt,1979,9.79,15.35,6.66,9.4,5.993,17.64,8.82,8.82,8.82,14.7,0.587,0.92,0.399,0.563,1.057,0.529,0.529,0.529,0.881
Egypt,1980,9.79,15.35,6.66,6.64,7.924,18.47,9.23,9.23,9.23,15.39,0.776,1.216,0.528,0.526,1.464,0.731,0.731,0.731,1.22
Egypt,1981,9.79,15.35,6.66,6.64,8.095,18.47,9.23,9.23,9.23,15.39,0.792,1.243,0.539,0.538,1.495,0.747,0.747,0.747,1.246
Egypt,1982,9.79,15.35,6.66,4.96,10.95,18.97,9.49,9.49,9.49,15.81,1.072,1.681,0.729,0.543,2.077,1.039,1.039,1.039,1.731
Egypt,1983,9.79,15.35,6.66,8.94,9.997,17.78,8.89,8.89,8.89,14.81,0.979,1.534,0.666,0.894,1.777,0.889,0.889,0.889,1.48
Egypt,1984,9.79,15.35,6.66,9.41,11.01,17.64,8.82,8.82,8.82,14.7,1.078,1.69,0.733,1.036,1.942,0.971,0.971,0.971,1.618
Egypt,1985,9.79,15.35,6.66,9.52,11.943,17.6,8.8,8.8,8.8,14.67,1.169,1.833,0.795,1.137,2.102,1.051,1.051,1.051,1.752
Egypt,1986,9.79,15.35,6.66,10.09,12.401,17.43,8.72,8.72,8.72,14.53,1.214,1.903,0.826,1.251,2.161,1.081,1.081,1.081,1.802
Egypt,1987,9.79,15.35,6.66,12.15,10.415,16.81,8.41,8.41,8.41,14.01,1.02,1.599,0.694,1.265,1.751,0.876,0.876,0.876,1.459
Egypt,1988,9.79,15.35,6.66,12.26,9.604,16.78,8.39,8.39,8.39,13.98,0.94,1.474,0.64,1.177,1.611,0.806,0.806,0.806,1.343
Egypt,1989,9.79,15.35,6.66,14.73,9.244,16.04,8.02,8.02,8.02,13.37,0.905,1.419,0.616,1.362,1.483,0.741,0.741,0.741,1.236
Egypt,1990,9.79,15.35,6.66,16.28,8.85,15.58,7.79,7.79,7.79,12.98,0.866,1.358,0.589,1.441,1.379,0.689,0.689,0.689,1.149
Egypt,1991,9.79,15.35,6.66,19.14,8.72,14.72,7.36,7.36,7.36,12.26,0.854,1.339,0.581,1.669,1.284,0.642,0.642,0.642,1.069
Egypt,1992,9.79,15.35,6.66,18.08,12.49,15.03,7.52,7.52,7.52,12.53,1.223,1.917,0.832,2.258,1.877,0.939,0.939,0.939,1.565
Egypt,1993,9.79,15.35,6.66,27.49,12.523,12.21,6.11,6.11,6.11,10.18,1.226,1.922,0.834,3.443,1.529,0.765,0.765,0.765,1.275
Egypt,1994,9.79,15.35,6.66,30.69,13.738,11.25,5.63,5.63,5.63,9.38,1.345,2.109,0.915,4.216,1.546,0.773,0.773,0.773,1.289
Egypt,1995,9.79,15.35,6.66,26.02,14.448,12.65,6.33,6.33,6.33,10.54,1.414,2.218,0.962,3.759,1.828,0.915,0.915,0.915,1.523
